BaseSeed,OriginalSeedSubset,NoiseSeed,TargetSNR_dB,AchievedSNR_dB,Method,CMean_mps,CStd_mps,CMin_mps,CMax_mps,RhoMean_kgm3,RhoStd_kgm3,Corr_C_Rho,Raw_NRMSE,SI_NRMSE,Correlation,SSIM,CNR,SBR_dB,ScaleFactor,Signal_RMS,Background_RMS,Runtime_s,RuntimeDefinition,ReconstructionPhysicsModel,FiniteApertureTreatment
44,0,300044,15,15,DAS,1500.00000053975,19.999999854044,1449.70373535156,1548.97131347656,999.999999917216,14.9999996590148,-0.0495927383640083,0.983384590272721,0.666909195571294,0.752779674488454,0.650433371484135,2.2682811362431,18.0008787094798,33.1889916520089,0.0172968550470896,0.00217732475572423,0.1091651,shared_delay_plus_weighting,scalar_straight_ray_c1500,physical_element_centres
44,0,300044,15,15,CF-DAS,1500.00000053975,19.999999854044,1449.70373535156,1548.97131347656,999.999999917216,14.9999996590148,-0.0495927383640083,0.998487218685802,0.670048250811611,0.74124994394288,0.876297087492615,1.14907912754617,26.7531648546986,364.028177038472,0.00188154994024976,8.6468416770349e-05,0.1093842,shared_delay_plus_weighting,scalar_straight_ray_c1500,physical_element_centres
44,0,300044,15,15,SCF-DAS,1500.00000053975,19.999999854044,1449.70373535156,1548.97131347656,999.999999917216,14.9999996590148,-0.0495927383640083,0.999739054021402,0.938181876020009,0.343966773520278,0.901883267852747,0.364256938033474,32.2055919277809,458.714816841394,0.00071574099967974,1.75580507166132e-05,0.1421295,shared_delay_plus_weighting,scalar_straight_ray_c1500,physical_element_centres
44,0,300044,15,15,DMAS,1500.00000053975,19.999999854044,1449.70373535156,1548.97131347656,999.999999917216,14.9999996590148,-0.0495927383640083,0.997397794780336,0.847369168726831,0.526057435641667,0.489119759655335,0.700750404770745,21.8965425479272,107.9952031597,0.00426002594875402,0.000342440495743363,0.1742596,shared_delay_plus_weighting,scalar_straight_ray_c1500,physical_element_centres
44,0,300044,15,15,DS-DMAS,1500.00000053975,19.999999854044,1449.70373535156,1548.97131347656,999.999999917216,14.9999996590148,-0.0495927383640083,0.998935464714499,0.922968198582243,0.372391877449721,0.879747794414912,0.424137644119727,23.9651968158927,138.721938109865,0.00249842451802109,0.000158272838932831,4.7727303,shared_delay_plus_weighting,scalar_straight_ray_c1500,physical_element_centres
44,0,300044,15,15,TR,1500.00000053975,19.999999854044,1449.70373535156,1548.97131347656,999.999999917216,14.9999996590148,-0.0495927383640083,0.779388478436357,0.697367612442387,0.726366334393955,0.64520583386015,2.30410818748596,16.9742060114994,1.94397958761625,0.271667613662018,0.0384881970462692,54.3039427,direct_TR_wall_time,heterogeneous_recorded_c_rho,equivalent_element_centres
44,0,300044,20,20,DAS,1500.00000053975,19.999999854044,1449.70373535156,1548.97131347656,999.999999917216,14.9999996590148,-0.0495927383640083,0.983387338555891,0.665748591222388,0.753828614625461,0.697620146893015,2.27026678014604,18.0347344046546,33.2884254928204,0.0172914310665014,0.00216817442549847,0.1428461,shared_delay_plus_weighting,scalar_straight_ray_c1500,physical_element_centres
44,0,300044,20,20,CF-DAS,1500.00000053975,19.999999854044,1449.70373535156,1548.97131347656,999.999999917216,14.9999996590148,-0.0495927383640083,0.998485557067131,0.669941150890309,0.741353947079148,0.876563365752297,1.14924782998557,26.7647842259103,363.723359458306,0.00188345159484966,8.64400982647124e-05,0.1431325,shared_delay_plus_weighting,scalar_straight_ray_c1500,physical_element_centres
44,0,300044,20,20,SCF-DAS,1500.00000053975,19.999999854044,1449.70373535156,1548.97131347656,999.999999917216,14.9999996590148,-0.0495927383640083,0.999731946390416,0.938211937310214,0.343831012413346,0.901850557973906,0.364255013512081,32.1805483454583,446.3295112485,0.000734993030785961,1.80823888338227e-05,0.1763045,shared_delay_plus_weighting,scalar_straight_ray_c1500,physical_element_centres
44,0,300044,20,20,DMAS,1500.00000053975,19.999999854044,1449.70373535156,1548.97131347656,999.999999917216,14.9999996590148,-0.0495927383640083,0.997394196295588,0.84827194518054,0.524381359180907,0.497440825178119,0.697699785443868,21.8936732839991,107.25733411991,0.00427655534628484,0.00034388278298316,0.2061734,shared_delay_plus_weighting,scalar_straight_ray_c1500,physical_element_centres
44,0,300044,20,20,DS-DMAS,1500.00000053975,19.999999854044,1449.70373535156,1548.97131347656,999.999999917216,14.9999996590148,-0.0495927383640083,0.99892521350889,0.923061305317532,0.371989461737079,0.87833224648262,0.423671462775968,23.9615002818896,137.23471944824,0.00252323541428479,0.000159912626840734,4.9270658,shared_delay_plus_weighting,scalar_straight_ray_c1500,physical_element_centres
44,0,300044,20,20,TR,1500.00000053975,19.999999854044,1449.70373535156,1548.97131347656,999.999999917216,14.9999996590148,-0.0495927383640083,0.77930282897837,0.697204637923139,0.726510562841176,0.653985384667021,2.3042933466556,16.9794292124739,1.94428389305454,0.271742457441475,0.0384756564189763,43.0856184,direct_TR_wall_time,heterogeneous_recorded_c_rho,equivalent_element_centres
44,0,300044,30,30,DAS,1500.00000053975,19.999999854044,1449.70373535156,1548.97131347656,999.999999917216,14.9999996590148,-0.0495927383640083,0.983390132751035,0.665345503543408,0.754192492274926,0.719797735054517,2.27113429310176,18.0462469396969,33.3266455569092,0.0172872373190578,0.00216477740869968,0.1278926,shared_delay_plus_weighting,scalar_straight_ray_c1500,physical_element_centres
44,0,300044,30,30,CF-DAS,1500.00000053975,19.999999854044,1449.70373535156,1548.97131347656,999.999999917216,14.9999996590148,-0.0495927383640083,0.998484879306204,0.670031482786958,0.741279501933723,0.876686963067467,1.14895271885499,26.7681889724081,363.480603553838,0.00188448778437011,8.64537583812477e-05,0.1280334,shared_delay_plus_weighting,scalar_straight_ray_c1500,physical_element_centres
44,0,300044,30,30,SCF-DAS,1500.00000053975,19.999999854044,1449.70373535156,1548.97131347656,999.999999917216,14.9999996590148,-0.0495927383640083,0.999730050571241,0.937772020175508,0.344913371908612,0.902561433956228,0.365868471266315,32.1493032695198,446.249471809101,0.000737791170453329,1.82166405949739e-05,0.1499529,shared_delay_plus_weighting,scalar_straight_ray_c1500,physical_element_centres
44,0,300044,30,30,DMAS,1500.00000053975,19.999999854044,1449.70373535156,1548.97131347656,999.999999917216,14.9999996590148,-0.0495927383640083,0.997378752315282,0.846658062458203,0.526241987200688,0.525032706043403,0.700187744145712,21.9605633077288,107.668193603427,0.00428647088323142,0.000342035916351911,0.1684093,shared_delay_plus_weighting,scalar_straight_ray_c1500,physical_element_centres
44,0,300044,30,30,DS-DMAS,1500.00000053975,19.999999854044,1449.70373535156,1548.97131347656,999.999999917216,14.9999996590148,-0.0495927383640083,0.998918614373212,0.922473910609817,0.373713018679777,0.879380793950878,0.426278085199282,23.9481105359801,137.397652063201,0.00252903654605653,0.000160527550345382,2.1949883,shared_delay_plus_weighting,scalar_straight_ray_c1500,physical_element_centres
44,0,300044,30,30,TR,1500.00000053975,19.999999854044,1449.70373535156,1548.97131347656,999.999999917216,14.9999996590148,-0.0495927383640083,0.779248417624385,0.697149511383822,0.7265504538142,0.658037864397172,2.30428448434736,16.9815134567121,1.94408652221951,0.271810039415792,0.0384759915516582,20.3274575,direct_TR_wall_time,heterogeneous_recorded_c_rho,equivalent_element_centres
45,0,300045,5,5,DAS,1499.99999977152,20.0000002477451,1452.89331054688,1550.10009765625,1000.00000002318,14.9999999098337,0.113114885860181,0.984071059553971,0.714555366162442,0.708152202771113,0.381871228277175,1.90001993418331,17.2880516855837,30.4629454218223,0.0171831204662528,0.00234800734185173,0.0590031,shared_delay_plus_weighting,scalar_straight_ray_c1500,physical_element_centres
45,0,300045,5,5,CF-DAS,1499.99999977152,20.0000002477451,1452.89331054688,1550.10009765625,1000.00000002318,14.9999999098337,0.113114885860181,0.998467661485559,0.708553890082867,0.704691070484858,0.872444490719518,1.04893466729635,25.9510791441835,324.71013218054,0.00199259776690382,0.000100430513227017,0.059132,shared_delay_plus_weighting,scalar_straight_ray_c1500,physical_element_centres
45,0,300045,5,5,SCF-DAS,1499.99999977152,20.0000002477451,1452.89331054688,1550.10009765625,1000.00000002318,14.9999999098337,0.113114885860181,0.99980370775303,0.95428688957685,0.297760969758776,0.904204499880408,0.310114459986361,31.0442001541624,454.664147357732,0.000623202651914223,1.74750845230825e-05,0.0791202,shared_delay_plus_weighting,scalar_straight_ray_c1500,physical_element_centres
45,0,300045,5,5,DMAS,1499.99999977152,20.0000002477451,1452.89331054688,1550.10009765625,1000.00000002318,14.9999999098337,0.113114885860181,0.997514291800752,0.849934722085539,0.521766988351118,0.475134745826871,0.717428309810301,20.7243593373095,111.319569169814,0.00400102602868291,0.000368089483679676,0.1019583,shared_delay_plus_weighting,scalar_straight_ray_c1500,physical_element_centres
